time,pm25,pm10,co,no2,o3
2026-05-25 09:00:00,43.9,44.2,1128.0,33.8,117.0
2026-05-25 10:00:00,39.5,39.7,877.0,28.0,144.0
2026-05-25 11:00:00,39.6,39.8,748.0,21.3,168.0
2026-05-25 12:00:00,39.9,40.2,664.0,14.5,189.0
2026-05-25 13:00:00,39.1,39.3,616.0,10.5,199.0
2026-05-25 14:00:00,39.1,39.2,535.0,10.6,192.0
2026-05-25 15:00:00,38.5,38.6,489.0,13.7,175.0
2026-05-25 16:00:00,33.8,33.9,677.0,19.5,151.0
2026-05-25 17:00:00,35.7,36.0,1327.0,30.2,119.0
2026-05-25 18:00:00,45.5,45.6,2210.0,43.6,82.0
2026-05-25 19:00:00,63.1,63.3,2835.0,62.6,60.0
2026-05-25 20:00:00,65.2,65.4,2988.0,70.1,44.0
2026-05-25 21:00:00,85.9,85.9,2883.0,80.3,22.0
2026-05-25 22:00:00,101.7,101.7,2673.0,87.1,6.0
2026-05-25 23:00:00,107.8,108.0,2359.0,87.6,1.0
2026-05-26 00:00:00,114.1,114.1,1939.0,84.7,2.0
2026-05-26 01:00:00,118.0,118.0,1562.0,81.4,4.0
2026-05-26 02:00:00,105.0,105.0,1205.0,78.0,5.0
2026-05-26 03:00:00,93.8,93.8,891.0,74.2,6.0
2026-05-26 04:00:00,90.3,90.3,834.0,72.0,9.0
2026-05-26 05:00:00,99.2,99.4,1306.0,74.1,11.0
2026-05-26 06:00:00,122.0,122.0,2034.0,77.8,15.0
2026-05-26 07:00:00,47.6,47.8,2417.0,63.4,32.0
2026-05-26 08:00:00,24.3,24.3,2093.0,54.7,44.0
2026-05-26 09:00:00,19.2,19.2,1423.0,42.4,62.0
2026-05-26 10:00:00,16.4,16.5,892.0,31.9,82.0
2026-05-26 11:00:00,17.1,17.2,691.0,24.6,106.0
2026-05-26 12:00:00,19.2,19.4,628.0,18.9,133.0
2026-05-26 13:00:00,22.5,22.6,609.0,15.8,148.0
2026-05-26 14:00:00,23.9,24.2,630.0,15.3,146.0
2026-05-26 15:00:00,23.8,24.1,694.0,17.3,132.0
2026-05-26 16:00:00,21.7,22.1,717.0,22.2,116.0
2026-05-26 17:00:00,26.0,26.4,635.0,32.6,96.0
2026-05-26 18:00:00,43.1,43.3,511.0,45.9,73.0
2026-05-26 19:00:00,43.5,44.6,451.0,66.7,23.0
2026-05-26 20:00:00,45.4,46.1,491.0,69.0,18.0
2026-05-26 21:00:00,50.6,51.1,595.0,72.1,12.0
2026-05-26 22:00:00,57.7,58.1,761.0,73.7,7.0
2026-05-26 23:00:00,60.8,61.2,1062.0,72.2,5.0
2026-05-27 00:00:00,60.8,61.0,1426.0,69.2,4.0
2026-05-27 01:00:00,63.6,63.8,1630.0,66.7,3.0
2026-05-27 02:00:00,72.4,72.6,1485.0,64.6,1.0
2026-05-27 03:00:00,80.3,81.0,1180.0,63.0,0.0
2026-05-27 04:00:00,85.2,86.6,1069.0,64.8,0.0
2026-05-27 05:00:00,90.8,92.2,1445.0,75.4,1.0
2026-05-27 06:00:00,101.0,102.2,2014.0,89.4,5.0
2026-05-27 07:00:00,47.5,48.9,2245.0,47.4,29.0
2026-05-27 08:00:00,31.1,35.5,1773.0,39.7,52.0
2026-05-27 09:00:00,28.9,33.9,962.0,29.0,83.0
2026-05-27 10:00:00,27.6,32.0,374.0,20.3,110.0
2026-05-27 11:00:00,26.1,28.2,250.0,15.2,129.0
2026-05-27 12:00:00,26.9,28.6,349.0,12.0,144.0
2026-05-27 13:00:00,25.2,27.0,506.0,10.7,149.0
2026-05-27 14:00:00,26.0,28.0,672.0,10.8,141.0
2026-05-27 15:00:00,38.1,41.3,897.0,12.7,123.0
2026-05-27 16:00:00,25.4,28.2,1163.0,17.8,103.0
2026-05-27 17:00:00,28.7,32.2,1502.0,27.9,81.0
2026-05-27 18:00:00,37.8,40.4,1882.0,41.0,56.0
2026-05-27 19:00:00,45.1,46.6,2190.0,64.9,29.0
2026-05-27 20:00:00,56.5,57.4,2427.0,71.5,22.0
2026-05-27 21:00:00,66.8,67.5,2592.0,80.6,12.0
2026-05-27 22:00:00,81.3,81.7,2575.0,87.9,4.0
2026-05-27 23:00:00,99.9,100.4,2253.0,91.6,1.0
2026-05-28 00:00:00,116.2,116.6,1749.0,93.4,0.0
2026-05-28 01:00:00,127.6,128.1,1320.0,93.8,0.0
2026-05-28 02:00:00,130.9,131.3,978.0,92.4,0.0
2026-05-28 03:00:00,130.4,131.3,711.0,89.6,0.0
2026-05-28 04:00:00,128.1,128.5,745.0,86.8,0.0
2026-05-28 05:00:00,118.7,119.2,1406.0,86.3,2.0
2026-05-28 06:00:00,113.6,114.1,2368.0,85.7,5.0
2026-05-28 07:00:00,87.8,88.5,2879.0,62.5,35.0
2026-05-28 08:00:00,44.9,48.1,2479.0,50.0,57.0
2026-05-28 09:00:00,32.0,36.1,1627.0,32.7,88.0
2026-05-28 10:00:00,27.6,30.4,948.0,19.3,117.0
2026-05-28 11:00:00,28.5,30.4,676.0,13.4,143.0
2026-05-28 12:00:00,32.0,33.8,576.0,11.5,168.0
2026-05-28 13:00:00,35.0,36.7,570.0,11.8,182.0
2026-05-28 14:00:00,36.4,38.1,601.0,12.8,182.0
2026-05-28 15:00:00,35.4,36.9,726.0,15.9,172.0
2026-05-28 16:00:00,36.8,38.3,1038.0,23.8,154.0
2026-05-28 17:00:00,50.2,51.3,1717.0,40.7,123.0
2026-05-28 18:00:00,63.1,63.8,2583.0,62.5,84.0
2026-05-28 19:00:00,84.5,86.4,3186.0,87.8,33.0
2026-05-28 20:00:00,80.6,82.7,3354.0,83.1,28.0
2026-05-28 21:00:00,73.8,75.9,3259.0,76.5,22.0
2026-05-28 22:00:00,70.5,72.6,2968.0,70.1,16.0
2026-05-28 23:00:00,68.7,70.8,2372.0,64.0,13.0
2026-05-29 00:00:00,65.2,68.0,1579.0,58.3,11.0
2026-05-29 01:00:00,67.3,70.8,988.0,55.1,9.0
2026-05-29 02:00:00,72.9,75.9,734.0,56.5,5.0
2026-05-29 03:00:00,74.5,76.8,681.0,60.5,1.0
2026-05-29 04:00:00,79.4,82.2,814.0,63.6,0.0
2026-05-29 05:00:00,85.0,87.8,1292.0,65.5,1.0
2026-05-29 06:00:00,98.7,102.0,1956.0,66.6,4.0
2026-05-29 07:00:00,61.5,64.3,2311.0,47.6,17.0
2026-05-29 08:00:00,35.5,39.8,2060.0,42.2,40.0
2026-05-29 09:00:00,29.7,35.4,1499.0,34.6,74.0
2026-05-29 10:00:00,28.5,32.8,1027.0,27.6,107.0
2026-05-29 11:00:00,30.3,32.1,780.0,21.7,141.0
2026-05-29 12:00:00,35.2,36.9,620.0,16.4,175.0
2026-05-29 13:00:00,41.1,43.0,539.0,13.5,195.0
2026-05-29 14:00:00,43.5,45.5,557.0,11.4,197.0
2026-05-29 15:00:00,42.0,43.9,653.0,11.6,186.0
2026-05-29 16:00:00,41.8,43.7,749.0,21.3,162.0
2026-05-29 17:00:00,47.7,49.6,758.0,49.8,115.0
2026-05-29 18:00:00,78.0,79.9,768.0,87.7,56.0
2026-05-29 19:00:00,61.0,62.6,959.0,84.4,6.0
2026-05-29 20:00:00,57.4,60.1,1569.0,80.7,5.0
2026-05-29 21:00:00,56.8,59.5,2360.0,75.4,3.0
2026-05-29 22:00:00,55.1,57.7,2809.0,70.7,2.0
2026-05-29 23:00:00,51.7,54.1,2606.0,67.3,3.0
2026-05-30 00:00:00,53.3,55.8,2061.0,64.5,4.0
2026-05-30 01:00:00,58.4,61.0,1572.0,62.1,5.0
2026-05-30 02:00:00,64.5,67.3,1204.0,60.3,3.0
2026-05-30 03:00:00,69.4,72.2,894.0,59.0,1.0
2026-05-30 04:00:00,64.3,66.4,846.0,57.2,1.0
2026-05-30 05:00:00,58.6,60.5,1347.0,55.3,2.0
2026-05-30 06:00:00,59.5,61.7,2111.0,52.9,5.0
2026-05-30 07:00:00,54.9,57.9,2487.0,40.9,20.0
2026-05-30 08:00:00,34.7,38.1,2067.0,33.9,45.0
2026-05-30 09:00:00,27.3,31.9,1258.0,24.3,80.0
2026-05-30 10:00:00,28.0,33.9,630.0,16.6,112.0
2026-05-30 11:00:00,28.2,31.4,420.0,12.6,137.0
2026-05-30 12:00:00,29.9,32.0,392.0,10.6,158.0
2026-05-30 13:00:00,33.4,35.5,402.0,10.1,170.0
2026-05-30 14:00:00,34.5,36.6,422.0,8.7,172.0
2026-05-30 15:00:00,35.7,38.0,481.0,8.7,165.0
2026-05-30 16:00:00,36.8,39.2,521.0,16.9,146.0
2026-05-30 17:00:00,40.9,43.4,523.0,41.8,105.0
2026-05-30 18:00:00,73.1,75.4,506.0,74.8,53.0
2026-05-30 19:00:00,50.4,53.6,476.0,58.1,29.0
2026-05-30 20:00:00,52.7,55.6,425.0,58.3,25.0
2026-05-30 21:00:00,50.1,52.9,360.0,58.2,19.0
2026-05-30 22:00:00,47.1,49.7,305.0,56.1,16.0
2026-05-30 23:00:00,42.5,44.8,241.0,50.2,19.0
2026-05-31 00:00:00,37.7,39.9,187.0,42.3,25.0
2026-05-31 01:00:00,35.2,37.3,219.0,35.8,29.0
2026-05-31 02:00:00,34.5,36.7,366.0,31.8,29.0
2026-05-31 03:00:00,34.7,37.0,599.0,29.2,28.0
2026-05-31 04:00:00,36.7,39.1,913.0,28.7,27.0
2026-05-31 05:00:00,41.7,44.4,1450.0,32.5,25.0
2026-05-31 06:00:00,54.9,57.6,2067.0,38.4,23.0
2026-05-31 07:00:00,46.2,48.1,2328.0,39.3,28.0
2026-05-31 08:00:00,24.3,26.4,1912.0,31.0,58.0
2026-05-31 09:00:00,18.7,20.8,1140.0,19.6,99.0
2026-05-31 10:00:00,19.3,20.1,534.0,11.0,134.0
2026-05-31 11:00:00,23.8,24.7,307.0,7.7,157.0
2026-05-31 12:00:00,26.5,27.4,247.0,7.1,173.0
2026-05-31 13:00:00,29.0,30.0,235.0,7.5,183.0
2026-05-31 14:00:00,31.5,32.6,259.0,7.9,186.0
2026-05-31 15:00:00,31.7,32.7,332.0,9.2,182.0
2026-05-31 16:00:00,31.0,32.0,375.0,12.4,169.0
2026-05-31 17:00:00,34.1,35.3,340.0,19.4,141.0
2026-05-31 18:00:00,38.3,39.5,275.0,28.3,105.0
2026-05-31 19:00:00,28.8,30.4,241.0,26.4,65.0
2026-05-31 20:00:00,28.8,30.2,284.0,25.6,61.0
2026-05-31 21:00:00,27.2,28.6,358.0,24.4,55.0
2026-05-31 22:00:00,27.5,28.9,386.0,23.2,50.0
2026-05-31 23:00:00,26.0,27.4,293.0,22.1,47.0
2026-06-01 00:00:00,25.4,27.0,155.0,21.1,45.0
2026-06-01 01:00:00,25.8,27.4,120.0,20.3,42.0
2026-06-01 02:00:00,25.6,27.3,275.0,19.8,38.0
2026-06-01 03:00:00,25.3,27.1,533.0,19.6,35.0
2026-06-01 04:00:00,25.1,27.1,785.0,20.1,32.0
2026-06-01 05:00:00,27.3,29.2,1054.0,22.4,28.0
2026-06-01 06:00:00,32.5,34.6,1316.0,25.5,26.0
2026-06-01 07:00:00,33.4,36.1,1392.0,22.9,34.0
2026-06-01 08:00:00,23.7,27.2,1119.0,20.4,55.0
2026-06-01 09:00:00,20.9,24.8,659.0,16.8,86.0
2026-06-01 10:00:00,20.4,24.2,322.0,13.6,113.0
2026-06-01 11:00:00,20.5,21.9,245.0,10.9,136.0
2026-06-01 12:00:00,22.7,23.9,291.0,8.6,156.0
2026-06-01 13:00:00,23.7,24.9,354.0,7.7,166.0
2026-06-01 14:00:00,23.5,24.6,418.0,8.9,162.0
2026-06-01 15:00:00,22.4,23.4,500.0,11.6,149.0
2026-06-01 16:00:00,21.3,22.4,540.0,15.1,132.0
2026-06-01 17:00:00,21.4,22.3,501.0,20.1,110.0
2026-06-01 18:00:00,21.2,21.9,421.0,26.0,84.0
2026-06-01 19:00:00,23.7,24.9,352.0,34.4,54.0
2026-06-01 20:00:00,22.3,23.2,316.0,33.9,51.0
2026-06-01 21:00:00,23.3,24.2,291.0,33.1,47.0
2026-06-01 22:00:00,25.1,26.1,272.0,32.4,43.0
2026-06-01 23:00:00,26.4,27.4,231.0,31.4,40.0
2026-06-02 00:00:00,28.3,29.4,196.0,30.5,37.0
2026-06-02 01:00:00,31.3,32.6,235.0,30.3,33.0
2026-06-02 02:00:00,35.5,36.9,376.0,31.3,27.0
2026-06-02 03:00:00,39.1,40.7,591.0,33.1,20.0
2026-06-02 04:00:00,44.8,46.7,873.0,35.2,15.0
2026-06-02 05:00:00,51.5,53.4,1323.0,38.6,12.0
2026-06-02 06:00:00,62.9,65.0,1839.0,42.3,12.0
2026-06-02 07:00:00,43.2,45.9,2107.0,38.6,24.0
2026-06-02 08:00:00,28.6,32.1,1929.0,33.2,46.0
2026-06-02 09:00:00,23.7,28.3,1502.0,25.7,77.0
2026-06-02 10:00:00,24.4,29.3,1103.0,19.3,107.0
2026-06-02 11:00:00,24.9,27.4,796.0,14.7,135.0
2026-06-02 12:00:00,28.2,30.2,517.0,11.2,161.0
2026-06-02 13:00:00,31.0,32.9,347.0,9.5,176.0
2026-06-02 14:00:00,32.2,34.1,366.0,9.9,176.0
2026-06-02 15:00:00,31.8,33.6,494.0,12.0,164.0
2026-06-02 16:00:00,30.4,32.2,571.0,16.1,147.0
2026-06-02 17:00:00,33.8,35.5,516.0,23.7,120.0
2026-06-02 18:00:00,38.5,40.2,411.0,33.1,87.0
2026-06-02 19:00:00,26.7,28.8,342.0,35.8,54.0
2026-06-02 20:00:00,23.7,25.5,364.0,33.1,54.0
2026-06-02 21:00:00,22.8,24.7,422.0,29.4,53.0
2026-06-02 22:00:00,23.2,25.3,441.0,27.0,51.0
2026-06-02 23:00:00,24.7,27.0,347.0,26.7,46.0
2026-06-03 00:00:00,28.2,30.6,213.0,27.6,39.0
2026-06-03 01:00:00,32.7,35.3,183.0,29.2,32.0
2026-06-03 02:00:00,37.1,39.9,319.0,31.3,23.0
2026-06-03 03:00:00,42.8,45.8,559.0,34.1,14.0
2026-06-03 04:00:00,46.6,48.5,862.0,37.1,9.0
2026-06-03 05:00:00,49.7,51.3,1332.0,41.8,6.0
2026-06-03 06:00:00,58.8,60.5,1865.0,46.8,8.0
2026-06-03 07:00:00,63.8,69.2,2106.0,37.1,24.0
2026-06-03 08:00:00,42.0,49.1,1803.0,32.2,47.0
2026-06-03 09:00:00,36.7,44.7,1209.0,25.3,79.0
2026-06-03 10:00:00,37.1,46.6,729.0,19.2,109.0
2026-06-03 11:00:00,35.3,44.0,516.0,14.6,134.0
2026-06-03 12:00:00,33.1,39.1,416.0,10.9,157.0
2026-06-03 13:00:00,31.8,34.9,378.0,9.0,169.0
2026-06-03 14:00:00,32.2,35.3,418.0,9.6,168.0
2026-06-03 15:00:00,31.5,34.6,520.0,12.1,156.0
2026-06-03 16:00:00,31.0,33.9,577.0,15.5,140.0
2026-06-03 17:00:00,31.5,34.2,532.0,20.2,117.0
2026-06-03 18:00:00,31.5,34.8,443.0,25.8,89.0
2026-06-03 19:00:00,27.2,30.6,374.0,32.0,52.0
2026-06-03 20:00:00,23.2,25.8,343.0,30.1,52.0
2026-06-03 21:00:00,21.6,23.8,333.0,27.4,52.0
2026-06-03 22:00:00,21.1,23.2,356.0,25.1,51.0
2026-06-03 23:00:00,21.0,23.1,415.0,23.4,49.0
2026-06-04 00:00:00,21.4,23.5,507.0,22.2,45.0
2026-06-04 01:00:00,22.6,24.8,636.0,21.7,41.0
2026-06-04 02:00:00,24.3,26.7,810.0,21.9,36.0
2026-06-04 03:00:00,26.9,29.3,1022.0,23.0,30.0
2026-06-04 04:00:00,28.9,31.0,1251.0,25.6,26.0
2026-06-04 05:00:00,32.8,34.8,1589.0,32.3,21.0
2026-06-04 06:00:00,43.7,45.5,1946.0,40.5,18.0
2026-06-04 07:00:00,35.7,37.6,2029.0,34.5,32.0
2026-06-04 08:00:00,22.5,25.0,1585.0,28.6,56.0
2026-06-04 09:00:00,17.4,19.0,867.0,20.5,90.0
2026-06-04 10:00:00,15.2,15.8,346.0,13.9,117.0
2026-06-04 11:00:00,15.0,15.5,245.0,10.2,132.0
2026-06-04 12:00:00,15.1,15.5,342.0,8.0,141.0
2026-06-04 13:00:00,15.1,15.4,438.0,7.2,141.0
2026-06-04 14:00:00,13.4,13.6,477.0,7.6,129.0
2026-06-04 15:00:00,11.4,11.6,516.0,9.2,109.0
2026-06-04 16:00:00,11.0,11.2,527.0,12.6,90.0
2026-06-04 17:00:00,13.5,13.7,488.0,19.0,75.0
2026-06-04 18:00:00,19.0,19.3,421.0,27.1,62.0
2026-06-04 19:00:00,18.0,18.7,367.0,31.9,38.0
2026-06-04 20:00:00,18.1,19.2,344.0,30.1,41.0
2026-06-04 21:00:00,19.8,21.1,332.0,27.6,46.0
2026-06-04 22:00:00,21.4,22.9,316.0,25.3,49.0
2026-06-04 23:00:00,21.3,23.0,284.0,23.3,50.0
2026-06-05 00:00:00,21.5,23.3,247.0,21.4,50.0
2026-06-05 01:00:00,22.5,24.4,218.0,20.1,49.0
2026-06-05 02:00:00,23.9,25.8,189.0,19.4,47.0
2026-06-05 03:00:00,24.9,26.8,168.0,19.3,44.0
2026-06-05 04:00:00,25.4,27.3,198.0,19.7,43.0
2026-06-05 05:00:00,24.1,26.0,336.0,21.4,43.0
2026-06-05 06:00:00,26.3,28.2,525.0,23.5,45.0
2026-06-05 07:00:00,26.9,28.7,636.0,29.3,48.0
2026-06-05 08:00:00,19.2,21.3,590.0,23.6,67.0
2026-06-05 09:00:00,14.6,16.2,467.0,15.7,92.0
2026-06-05 10:00:00,11.4,11.9,372.0,9.6,111.0
2026-06-05 11:00:00,10.6,11.0,347.0,6.8,118.0
2026-06-05 12:00:00,10.4,10.8,351.0,5.8,118.0
2026-06-05 13:00:00,9.2,9.6,370.0,5.9,115.0
2026-06-05 14:00:00,8.1,8.5,416.0,6.9,109.0
2026-06-05 15:00:00,8.1,8.5,478.0,8.9,99.0
2026-06-05 16:00:00,9.1,9.7,505.0,11.7,89.0
2026-06-05 17:00:00,11.1,12.3,467.0,16.0,77.0
2026-06-05 18:00:00,13.6,14.8,396.0,20.9,64.0
2026-06-05 19:00:00,15.8,17.2,333.0,22.6,54.0
2026-06-05 20:00:00,14.9,16.2,298.0,20.8,55.0
2026-06-05 21:00:00,13.6,14.9,271.0,18.3,57.0
2026-06-05 22:00:00,12.3,13.5,244.0,15.8,59.0
2026-06-05 23:00:00,11.1,12.5,205.0,13.4,63.0
2026-06-06 00:00:00,10.6,12.3,164.0,11.1,69.0
2026-06-06 01:00:00,10.8,12.8,144.0,9.5,72.0
2026-06-06 02:00:00,10.9,12.7,143.0,8.9,72.0
2026-06-06 03:00:00,11.8,13.6,163.0,8.9,71.0
2026-06-06 04:00:00,13.0,14.8,231.0,9.9,69.0
2026-06-06 05:00:00,14.8,16.7,406.0,12.8,65.0
2026-06-06 06:00:00,20.0,21.8,630.0,16.5,61.0
2026-06-06 07:00:00,8.1,8.9,753.0,17.0,66.0
2026-06-06 08:00:00,7.0,8.1,683.0,14.0,78.0
2026-06-06 09:00:00,7.0,8.5,512.0,9.7,94.0
2026-06-06 10:00:00,7.1,8.8,372.0,6.5,106.0
2026-06-06 11:00:00,7.0,8.6,307.0,5.0,112.0
2026-06-06 12:00:00,6.7,8.1,272.0,4.5,114.0
2026-06-06 13:00:00,6.6,8.0,262.0,4.8,114.0
2026-06-06 14:00:00,7.0,8.4,288.0,5.8,111.0
2026-06-06 15:00:00,8.0,9.5,338.0,7.7,106.0
2026-06-06 16:00:00,9.1,10.5,370.0,10.3,98.0
2026-06-06 17:00:00,10.7,12.1,365.0,14.5,85.0
2026-06-06 18:00:00,12.9,14.4,341.0,19.4,70.0
2026-06-06 19:00:00,16.8,18.5,317.0,21.7,65.0
2026-06-06 20:00:00,17.6,19.3,297.0,21.3,64.0
2026-06-06 21:00:00,18.6,20.3,277.0,20.8,62.0
2026-06-06 22:00:00,19.4,21.2,254.0,19.9,61.0
2026-06-06 23:00:00,19.3,21.2,223.0,18.5,61.0
2026-06-07 00:00:00,19.1,21.2,191.0,16.7,62.0
2026-06-07 01:00:00,19.7,21.9,175.0,15.5,61.0
2026-06-07 02:00:00,20.9,23.3,167.0,14.5,59.0
2026-06-07 03:00:00,23.2,26.0,175.0,13.9,56.0
2026-06-07 04:00:00,26.1,29.0,247.0,15.6,52.0
2026-06-07 05:00:00,30.2,33.2,467.0,22.6,44.0
2026-06-07 06:00:00,39.8,42.7,750.0,31.9,36.0
2026-06-07 07:00:00,38.9,42.8,892.0,27.7,49.0
2026-06-07 08:00:00,27.8,32.7,753.0,22.0,72.0
2026-06-07 09:00:00,25.7,31.4,472.0,14.2,105.0
2026-06-07 10:00:00,25.6,31.8,261.0,8.2,131.0
2026-06-07 11:00:00,24.4,30.0,214.0,5.7,145.0
2026-06-07 12:00:00,22.7,27.0,238.0,5.0,153.0
2026-06-07 13:00:00,20.3,23.3,264.0,5.1,155.0
2026-06-07 14:00:00,18.0,20.2,273.0,5.6,150.0
2026-06-07 15:00:00,16.5,18.4,284.0,7.0,140.0
2026-06-07 16:00:00,16.4,18.7,289.0,9.6,127.0
2026-06-07 17:00:00,19.0,21.6,281.0,14.4,111.0
2026-06-07 18:00:00,24.2,26.5,266.0,20.4,92.0
2026-06-07 19:00:00,18.4,19.5,259.0,22.6,75.0
2026-06-07 20:00:00,21.1,22.4,237.0,23.2,72.0
2026-06-07 21:00:00,23.5,24.9,223.0,23.9,67.0
2026-06-07 22:00:00,25.8,27.4,293.0,24.3,62.0
2026-06-07 23:00:00,26.7,28.4,543.0,23.9,59.0
2026-06-08 00:00:00,28.1,29.8,878.0,23.1,56.0
2026-06-08 01:00:00,31.2,33.1,1093.0,22.9,52.0
2026-06-08 02:00:00,36.3,38.4,1042.0,23.8,45.0
2026-06-08 03:00:00,42.6,44.9,872.0,25.3,38.0
2026-06-08 04:00:00,46.2,48.5,815.0,27.1,33.0
2026-06-08 05:00:00,48.3,50.9,1048.0,30.0,30.0
2026-06-08 06:00:00,56.2,59.0,1395.0,33.2,29.0
2026-06-08 07:00:00,54.0,57.5,1555.0,29.6,37.0
2026-06-08 08:00:00,35.6,40.5,1340.0,24.7,59.0
2026-06-08 09:00:00,28.1,33.8,939.0,17.9,91.0
2026-06-08 10:00:00,26.7,33.2,616.0,12.5,119.0
2026-06-08 11:00:00,27.1,34.1,470.0,9.4,140.0
2026-06-08 12:00:00,26.6,32.9,402.0,7.7,158.0
2026-06-08 13:00:00,26.0,30.7,381.0,7.4,170.0
2026-06-08 14:00:00,25.1,28.1,421.0,8.3,175.0
2026-06-08 15:00:00,25.8,28.0,508.0,10.5,175.0
2026-06-08 16:00:00,27.2,29.3,571.0,14.8,165.0
2026-06-08 17:00:00,30.2,32.2,579.0,22.4,141.0
2026-06-08 18:00:00,34.1,36.1,562.0,32.0,108.0
2026-06-08 19:00:00,44.6,47.1,542.0,56.4,42.0
2026-06-08 20:00:00,44.7,46.9,479.0,54.3,39.0
2026-06-08 21:00:00,43.2,45.1,412.0,51.2,34.0
2026-06-08 22:00:00,42.8,44.6,477.0,47.2,32.0
2026-06-08 23:00:00,40.4,42.3,817.0,41.6,35.0
2026-06-09 00:00:00,37.5,39.2,1289.0,35.0,41.0
2026-06-09 01:00:00,35.2,37.0,1603.0,30.0,44.0
2026-06-09 02:00:00,34.5,36.4,1542.0,27.0,43.0
2026-06-09 03:00:00,35.7,38.0,1323.0,25.5,40.0
2026-06-09 04:00:00,38.9,41.3,1306.0,26.2,37.0
2026-06-09 05:00:00,43.8,46.3,1830.0,31.6,31.0
2026-06-09 06:00:00,55.8,58.6,2556.0,39.2,26.0
2026-06-09 07:00:00,54.9,57.5,2834.0,40.2,27.0
2026-06-09 08:00:00,32.8,36.6,2201.0,33.0,58.0
2026-06-09 09:00:00,27.8,32.9,1119.0,23.1,100.0
2026-06-09 10:00:00,28.1,33.3,325.0,15.2,137.0
2026-06-09 11:00:00,28.5,32.6,154.0,11.2,162.0
2026-06-09 12:00:00,28.9,31.2,270.0,9.3,181.0
2026-06-09 13:00:00,30.7,32.9,403.0,8.9,190.0
2026-06-09 14:00:00,31.3,33.6,481.0,9.8,188.0
2026-06-09 15:00:00,30.4,32.7,576.0,12.1,178.0
2026-06-09 16:00:00,28.9,31.3,629.0,15.8,161.0
2026-06-09 17:00:00,31.3,35.0,601.0,22.0,135.0
2026-06-09 18:00:00,36.6,41.9,533.0,29.5,102.0
2026-06-09 19:00:00,22.6,24.2,484.0,32.4,61.0
2026-06-09 20:00:00,22.2,23.4,496.0,31.1,60.0
2026-06-09 21:00:00,21.6,22.6,528.0,29.3,58.0
2026-06-09 22:00:00,21.2,22.3,519.0,27.8,56.0
2026-06-09 23:00:00,22.1,23.2,391.0,26.8,54.0
